pkt arrival time,MACsrc,MACdst,APPID,SVlength,noASDU,svID1,smpCnt1,Data1,svID2,smpCnt2,Data2,svID3,smpCnt3,Data3,svID4,smpCnt4,Data4,svID5,smpCnt5,Data5,svID6,smpCnt6,Data6,svID7,smpCnt7,Data7,svID8,smpCnt8,Data8,svID9,smpCnt9,Data9,svID10,smpCnt10,Data10,svID11,smpCnt11,Data11,svID12,smpCnt12,Data12,svID13,smpCnt13,Data13
1733458996.010870,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,1,17,66kV2,1,0,66kV3,1,17,XFMR1W1,1,17,XFMR2W1,1,17,XFMR1W2,1,30,XFMR2W2,1,30,CB_XFMR1,1,52,CB_XFMR2,1,52,F_66kV1,1,0,F_66kV2,1,0,F_XFMR1,1,0,F_XFMR2,1,0
1733458996.061080,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,2,17,66kV2,2,0,66kV3,2,17,XFMR1W1,2,17,XFMR2W1,2,17,XFMR1W2,2,30,XFMR2W2,2,30,CB_XFMR1,2,52,CB_XFMR2,2,52,F_66kV1,2,0,F_66kV2,2,0,F_XFMR1,2,0,F_XFMR2,2,0
1733458996.111354,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,3,17,66kV2,3,0,66kV3,3,17,XFMR1W1,3,17,XFMR2W1,3,17,XFMR1W2,3,30,XFMR2W2,3,30,CB_XFMR1,3,52,CB_XFMR2,3,52,F_66kV1,3,0,F_66kV2,3,0,F_XFMR1,3,0,F_XFMR2,3,0
1733458996.161409,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,4,17,66kV2,4,0,66kV3,4,17,XFMR1W1,4,17,XFMR2W1,4,17,XFMR1W2,4,30,XFMR2W2,4,30,CB_XFMR1,4,52,CB_XFMR2,4,52,F_66kV1,4,0,F_66kV2,4,0,F_XFMR1,4,0,F_XFMR2,4,0
1733458996.212255,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,5,17,66kV2,5,0,66kV3,5,17,XFMR1W1,5,17,XFMR2W1,5,17,XFMR1W2,5,30,XFMR2W2,5,30,CB_XFMR1,5,52,CB_XFMR2,5,52,F_66kV1,5,0,F_66kV2,5,0,F_XFMR1,5,0,F_XFMR2,5,0
1733458996.262499,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,6,17,66kV2,6,0,66kV3,6,17,XFMR1W1,6,17,XFMR2W1,6,17,XFMR1W2,6,30,XFMR2W2,6,30,CB_XFMR1,6,52,CB_XFMR2,6,52,F_66kV1,6,0,F_66kV2,6,0,F_XFMR1,6,0,F_XFMR2,6,0
1733458996.312515,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,7,17,66kV2,7,0,66kV3,7,17,XFMR1W1,7,17,XFMR2W1,7,17,XFMR1W2,7,30,XFMR2W2,7,30,CB_XFMR1,7,52,CB_XFMR2,7,52,F_66kV1,7,0,F_66kV2,7,0,F_XFMR1,7,0,F_XFMR2,7,0
1733458996.363132,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,8,17,66kV2,8,0,66kV3,8,17,XFMR1W1,8,17,XFMR2W1,8,17,XFMR1W2,8,30,XFMR2W2,8,30,CB_XFMR1,8,52,CB_XFMR2,8,52,F_66kV1,8,0,F_66kV2,8,0,F_XFMR1,8,0,F_XFMR2,8,0
1733458996.411911,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4002,491,13,22kV1,1,26,22kV2,1,0,22kV3,1,26,FDR1,1,26,FDR2,1,26,FDR3,1,26,FDR4,1,26,F_22kV1,1,0,F_22kV2,1,0,F_FDR1,1,0,F_FDR2,1,0,F_FDR3,1,0,F_FDR4,1,0
1733458996.413627,20:17:01:16:f2:54,01:0c:cd:04:00:01,0x4001,509,13,66kV1,9,17,66kV2,9,0,66kV3,9,17,XFMR1W1,9,17,XFMR2W1,9,17,XFMR1W2,9,30,XFMR2W2,9,30,CB_XFMR1,9,52,CB_XFMR2,9,52,F_66kV1,9,0,F_66kV2,9,0,F_XFMR1,9,0,F_XFMR2,9,0
